logtime,food
2023-07-11 19:45:00,"6:30 chai Basmati Rice, pappu kaya, pickle, chana jhor 3 crackers"
2023-07-11 19:48:00,Sweetened coconut water
2023-07-11 21:47:00,Biryani small bowl
2023-07-11 22:20:00,10:10 coffee and mixed nuts and m&ms
2023-07-12 08:45:00,Chai
2023-07-12 10:08:00,Orange
2023-07-12 10:11:00,Fistful almonds
2023-07-12 10:45:00,10:30 cappuccino
2023-07-12 12:21:00,IMG-20230712-WA0002.jpg (file attached)
2023-07-12 12:21:00,Lunch
2023-07-12 12:47:00,"Orange, cashews and almonds"
2023-07-12 12:47:00,Peanut m&m
2023-07-12 15:09:00,Cappuccino
2023-07-12 19:49:00,#shambhavi
2023-07-12 19:49:00,"Cashews, almonds, cheese"
2023-07-12 20:21:00,Chipotle veggie bowl and chips
2023-07-13 08:46:00,Cappuccino
2023-07-13 10:33:00,Fistful cashews and cheese and almonds
2023-07-13 11:19:00,Fistful Walnuts
2023-07-13 13:01:00,Chipotle veggie bowl
2023-07-13 13:01:00,With chips
2023-07-13 14:01:00,1:35 peanut m&ms handful
2023-07-13 18:44:00,Banana fistful cashews
2023-07-13 18:57:00,"Cereal bowl with nuts, granola, chia seeds and peanut m&ms"
2023-07-13 18:58:00,Fistful cashews
2023-07-13 19:13:00,Fistful m&ms
2023-07-13 19:50:00,IMG-20230713-WA0003.jpg (file attached)
2023-07-13 19:50:00,Soup and bread
2023-07-13 20:02:00,Done
2023-07-14 09:06:00,8:45 breakfast Cappuccino Bagel with 2 cheese blocks and almonds butter Fistful Cashews and almonds
2023-07-15 07:46:00,"Yesterday 3:45-4:30pm 2 oily samosas, 1 bowl of biryani and raita (mehak restaurant)"
2023-07-15 08:48:00,8:48 chai
2023-07-15 08:52:00,2 biscuits and 2 crackers
2023-07-15 10:08:00,"10 am upma, sev"
2023-07-15 10:49:00,10:40 cappuccino
2023-07-15 12:34:00,M&ms and macadamia nuts
2023-07-15 13:21:00,"1 pm chole, upma, papad, curd"
2023-07-15 13:55:00,Peaches nectarines
2023-07-15 17:29:00,Chai 2 crackers and biscuit
2023-07-15 18:10:00,Chana jhor garam
2023-07-15 18:32:00,6:30 done
2023-07-16 13:16:00,"9:15 chai, 2 crackers, 1 biscuit"
2023-07-16 13:16:00,10 cereals milk nuts
2023-07-16 13:16:00,10:30 cappuccino
2023-07-16 13:17:00,"1 pm wholesome  lunch: rice, roti, dal, kura, curd"
2023-07-16 13:17:00,1:15 lunch done
2023-07-16 22:07:00,"Mango dal, rice small bowl"
2023-07-16 22:21:00,Small bowl watermelon
2023-07-17 08:37:00,Chai
2023-07-17 09:16:00,Fistful almonds and fistful cashews
2023-07-17 10:22:00,9:30 cappuccino
2023-07-17 10:22:00,Banana
2023-07-17 11:12:00,2 fistful almonds
2023-07-17 11:12:00,Black coffee
2023-07-17 12:50:00,Lunch: Chinese
2023-07-17 12:50:00,IMG-20230717-WA0001.jpg (file attached)
2023-07-17 12:50:00,Nachos and cashews
2023-07-17 13:31:00,M&ms
2023-07-17 18:26:00,Fistful cashews
2023-07-17 19:20:00,Bowl full roasted peanuts
2023-07-17 22:32:00,7:45 chai
2023-07-17 22:33:00,8:15 2 bowls roasted peanuts
2023-07-18 08:42:00,Cappuccino
2023-07-18 09:02:00,Cheese and almonds
2023-07-18 10:26:00,Cereals milk
2023-07-18 11:59:00,10:45 fistful cashews
2023-07-18 12:15:00,IMG-20230718-WA0009.jpg (file attached)
2023-07-18 12:15:00,IMG-20230718-WA0011.jpg (file attached) Lunch:
2023-07-18 13:01:00,12:30 nachos 12:45 peanut m&ms
2023-07-18 20:44:00,IMG-20230718-WA0014.jpg (file attached) Dinner
2023-07-18 20:48:00,IMG-20230718-WA0015.jpg (file attached)
2023-07-18 20:53:00,IMG-20230718-WA0015.jpg (file attached)
2023-07-19 08:52:00,Energy bar kind
2023-07-19 09:15:00,"Fistful cashews, almonds"
2023-07-19 09:15:00,Cappuccino
2023-07-19 09:16:00,"#mood over ate, felt fatigue for 2+hours"
2023-07-19 12:07:00,Fistful peanut m&m
2023-07-19 12:07:00,10:45 fistful almonds
2023-07-19 12:19:00,IMG-20230719-WA0001.jpg (file attached)
2023-07-19 12:19:00,Lunch
2023-07-19 12:43:00,12:30 peanut m&m
2023-07-19 12:55:00,12:25 orange
2023-07-19 19:27:00,IMG-20230719-WA0004.jpg (file attached)
2023-07-19 19:27:00,#shambhavi
2023-07-19 19:28:00,Dinner subway veggie patty
2023-07-20 09:24:00,Yesterday 7:30 - 8 pm peanuts and hazlenut
2023-07-20 09:24:00,Hazlenuts
2023-07-20 09:51:00,9:35 Chai 2 biscuits  2 crackers
2023-07-20 09:51:00,Macadamia and hazlenuts
2023-07-20 09:52:00,Spoon full jam
2023-07-20 09:58:00,Cereals and milk
2023-07-20 09:58:00,Walnuts and almonds
2023-07-20 12:59:00,"12:45 Lunch: Rice, pickle, spinach dal, papad, curd"
2023-07-20 18:34:00,"5:45 rice, dal, veggie chips"
2023-07-20 18:35:00,6:00 pm  medium bowl chana jhor
2023-07-20 18:35:00,6:15 2 bowls of cereals and milk and nuts
2023-07-21 09:35:00,Chai
2023-07-21 10:07:00,Hazlenuts
2023-07-21 18:04:00,11:30 cappuccino
2023-07-21 18:05:00,12:30 creamy tomato soup and 2 butter crisp bread
2023-07-21 18:06:00,"5:30 2 small peaches, tofu, veggie fried rice, Hazlenuts, veggie chips,  macadamia nuts, sev,"
2023-07-22 09:00:00,Chai
2023-07-22 09:04:00,1 biscuit 1 cracker
2023-07-22 09:19:00,3 idlis sambar
2023-07-22 09:19:00,1 small bowl sev
2023-07-22 10:59:00,1 medium glass coconut water
2023-07-22 11:43:00,2 idli sambar Rice sambar Veggie chips
2023-07-22 11:46:00,5 chocolate covered blueberries
2023-07-22 12:00:00,"Hazlenuts and macadamia, large date"
2023-07-22 13:50:00,Sambar rice veggie chips
2023-07-22 14:02:00,"Cereals and milk, chia seeds and nuts"
2023-07-22 14:03:00,Maple syrup
2023-07-22 18:20:00,4:30 ice cream stick
2023-07-22 20:23:00,8:00 1.5 utappam and ginger chutney
2023-07-22 20:24:00,"8:15 basmati rice, curd and ginger chutney, some veggie chips"
2023-07-22 20:24:00,1 small bowl of hazlenuts and macadamia
2023-07-22 20:24:00,8:24 done
2023-07-23 11:18:00,Cappuccino
2023-07-23 11:19:00,"9:25 chai 4 crackers, 1 small bread and Berry jam"
2023-07-23 13:59:00,"1:30 to 2 pm: 2 cucumbers Bagara rice, Paneer butter masala small bowl Gangavalli pappu Curd Veggie chips Papad"
2023-07-23 19:59:00,Nuts and date
2023-07-23 20:26:00,"8:15 rice,  gangavalli pappu, lemon pickle, veggie chips"
2023-07-23 20:44:00,8:40 1/2 chipotle chips
2023-07-24 09:07:00,Chai
2023-07-24 09:34:00,9:15 small bowl of Walnuts and almonds
2023-07-24 09:34:00,And macadamia nuts
2023-07-24 11:25:00,Nuts and black coffee and date
2023-07-24 11:57:00,Macadamia nuts
2023-07-24 12:00:00,Date
2023-07-24 12:14:00,Date and Walnuts
2023-07-24 15:00:00,"1:30 lunch: 2 item combo shira aunty Rice, roti, saag, chole, dal makhani, vangan bharta, shira, samosa"
2023-07-24 18:15:00,"Macadamia nuts, Walnuts and 3 dates"
2023-07-24 18:34:00,Chai almonds
2023-07-25 07:10:00,Peanuts
2023-07-25 07:28:00,Chai peanuts 5 crackers
2023-07-25 07:35:00,Bread jam
2023-07-25 10:14:00,Peanuts 2 fistful
2023-07-25 10:27:00,10:15 utappam
2023-07-25 10:27:00,"And ginger chutney and podi, peanuts"
2023-07-25 10:40:00,10:35 done
2023-07-25 11:37:00,Fistful pistachios Chips
2023-07-25 13:22:00,"1:15 rice, moong dal pappu, pickle, papad, curd"
2023-07-25 19:59:00,7:15 utappam 3 kiwis Handful cherries 3 dates and macadamia nuts
2023-07-25 19:59:00,8 pm done
2023-07-26 10:37:00,9:45 chai 2 crackers
2023-07-26 10:37:00,10:15 cereals milk
2023-07-26 10:37:00,Nuts
2023-07-26 10:38:00,10:35 date and macadamia nuts
2023-07-26 14:03:00,"12:00 to 12:30 basmati rice,  pappu kaya, pickle and papad"
2023-07-26 14:23:00,2:15 kiwi 1 full
2023-07-26 14:53:00,Black coffee
2023-07-26 17:40:00,5:30 3.5 idlis ginger chutney
2023-07-26 18:08:00,"3 crackers and chai 2 bread slices, jam, and nutzo Date and macadamia Cherries"
2023-07-26 18:08:00,6 pm done
2023-07-27 10:21:00,8:15 2 idlis ginger chutney
2023-07-27 10:23:00,"8:30 chai, 3 crackers"
2023-07-27 10:23:00,Brazil nuts and date
2023-07-27 10:24:00,Black coffee and crackers
2023-07-27 10:25:00,4 crackers
2023-07-27 11:44:00,"Nuts dates, crackers"
2023-07-27 11:44:00,"Almonds, Brazil nuts, macadamia, 4 crackers, 3 dates"
2023-07-27 11:54:00,Papad
2023-07-27 12:04:00,3 falafel and picked Cucumber
2023-07-27 13:32:00,"12:30 rice, pappukaya, lemon pickle, curd, papad"
2023-07-27 18:04:00,"Pappu kaya rice, curd, chips/muruku"
2023-07-27 18:04:00,Lemon pickle
2023-07-27 18:08:00,2 samosa
2023-07-28 09:25:00,2 idlis ginger chutney
2023-07-28 09:54:00,Chai crackers 3 cheese
2023-07-28 11:49:00,Black coffee 10 crackers and cheese
2023-07-28 13:32:00,"1:15 4 tortilla, palak paneer, chips, 2 dates macadamia nuts, almonds"
2023-07-28 19:45:00,7:30 10 crackers cheese 2 tortillas palak paneer Grapes Cereals milk nuts Chocolate
2023-07-28 19:50:00,2 dates and almonds
2023-07-29 08:54:00,Muffin 1/4  ~8gm sugar
2023-07-29 08:54:00,"#shambhavi couldn't bear the back pain from the move, ended it 2. 5 min early"
2023-07-29 09:29:00,9:00 chai 6 crackers and cheese
2023-07-29 11:07:00,11:00 3 pancakes protein and jam and sev
2023-07-29 13:39:00,"1:15 rice, moong dal, aloo papad, curd, pickle"
2023-07-29 13:39:00,"Date, nuts, small bite of muffin"
2023-07-29 13:39:00,1:39 done
2023-07-29 18:57:00,Tortillas
2023-07-29 18:58:00,S salsa
2023-07-29 18:58:00,IMG-20230729-WA0024.jpg (file attached)
2023-07-29 19:21:00,"1/2 burrito, 1 taco veggie Tortilla chips"
2023-07-29 19:41:00,7:21 done
2023-07-30 09:39:00,Chai
2023-07-30 09:42:00,2 crackers
2023-07-30 10:41:00,Chocolate and a small bite of energy bar
2023-07-30 11:09:00,Black coffee
2023-07-30 12:50:00,"12:30 apple 12:45 small bowl moong dal tomato pappu rice,  sev, muruku"
2023-07-30 13:27:00,"1:15 -1:26 rice, baingan bharta, chole, kheer, aloo paratha, pickle, roti"
2023-07-30 13:27:00,Curd
2023-07-30 13:39:00,Curd
2023-07-30 20:15:00,7:00 pm chai sugar
2023-07-30 20:15:00,8:00 pm vada pav 1
2023-07-30 22:02:00,9:00 pm pani puri chat
2023-07-30 22:50:00,"10:15 pm 2 idlis, rice,  sambar, curd, tomato rice, papad"
2023-07-30 23:15:00,Tirupathi laddu small bite
2023-07-31 09:44:00,Chai
2023-07-31 10:12:00,Apple
2023-07-31 11:22:00,11:15 Nuts and dates
2023-07-31 12:50:00,12:30 pistachios
2023-07-31 12:51:00,"12:45 apple slices, watermelon spice"
2023-07-31 13:51:00,1:00 pm 3 pizza Nora slices 6 crashes 2 cheese slices
2023-07-31 13:52:00,1:25 pm done
2023-07-31 22:43:00,"8:30 pm to 9:30 pm dinner at Cynthia's place Gutti vankaya Paneer curries Rice, biryani, pita bread Curd, pickle Small bowl dessert"
2023-07-31 22:44:00,"#insight glucose peaked to 195, spicy oily function like food?"
2023-08-01 09:13:00,Chai 4 crackers
2023-08-01 10:14:00,"Bread slice, nutzo"
2023-08-01 11:46:00,"2 bread slices, nutzo and mustard sauce"
2023-08-01 12:33:00,"11:50 am 4 Crackers and cheese 12:00 noon rice, repeat of yesterday's dinner"
2023-08-01 12:33:00,12:20 done
2023-08-02 08:47:00,"6:30 pm yesterday bread nutzo, Crackers and cheese"
2023-08-02 08:47:00,Instant coffee milk based Cream cheese bagel
2023-08-02 08:47:00,Cheese slice
2023-08-02 11:44:00,Couple of bites of bagel 1 date
2023-08-02 13:49:00,"12:30 pm 3 energy bars,  5 puris"
2023-08-02 13:49:00,Biryani
2023-08-02 14:08:00,Nitro brew 2 pm done
2023-08-02 17:02:00,Ice cream cone
2023-08-02 17:05:00,IMG-20230802-WA0002.jpg (file attached)
2023-08-02 19:46:00,Biryani chips
2023-08-03 10:06:00,Energy bar
2023-08-03 13:17:00,11:30 through 12:30 pistachios
2023-08-03 13:17:00,1 pm chipotle veggie bowl and chips
2023-08-03 13:27:00,1:17 done
2023-08-03 20:08:00,"7:45 rice, sorakaya pappu, potato fry, papad, curd, rasam"
2023-08-04 13:38:00,1 orange
2023-08-04 13:57:00,"1:30 rice, moong dal, pickle"
2023-08-04 13:57:00,Baguette and garlic cheese
2023-08-04 13:57:00,2 pm done
2023-08-04 19:51:00,Fistful mixed nuts
2023-08-04 21:37:00,Black label Samosa
2023-08-04 22:03:00,Nuts
2023-08-04 22:03:00,Tortilla chips
2023-08-04 23:08:00,"10:30 palak pameer, naan"
2023-08-04 23:09:00,Mixed nuts
2023-08-04 23:09:00,11 pm 3 rasmalai
2023-08-04 23:09:00,Over ate
2023-08-04 23:09:00,2 rounds of black label
2023-08-05 07:04:00,#insight drinking whiskey didn't have any effect??
2023-08-05 10:27:00,"Baugette nutzo, garlic cheese and tortilla chips"
2023-08-05 10:27:00,9:30 chai
2023-08-05 10:27:00,You deleted this message
2023-08-05 10:27:00,10:00 am fistful nuts
2023-08-05 13:22:00,"1:10 pm biryani, 3 small puris chole"
2023-08-05 13:22:00,1:20 done
2023-08-05 17:58:00,5 pm fistful nuts 5:45 chai
2023-08-05 18:14:00,6:10 carrot halwa
2023-08-05 21:51:00,"8:30 biryani, curd , 1/2 roti"
2023-08-05 21:51:00,"9:45 cherries, rasmalai, fistful nuts,"
2023-08-06 10:25:00,Yesterday 12 midnight through 2 am: cherries and nuts (assembling furniture at new home with Ashish)
2023-08-06 10:26:00,"9:30 am to 10:25 am chai Baguette sourdough small, nutzo Nuts fistful roasts mixed"
2023-08-06 13:35:00,1:15 pm Pizza slice and zucchini bajji
2023-08-06 14:01:00,2 pm sweet napolean
2023-08-06 14:26:00,Bun and dip
2023-08-06 14:39:00,"5 pita cups, humus baba ganoush and yogurt dip"
2023-08-06 18:56:00,3 rasmalai
2023-08-06 18:56:00,Mixed nuts 1 cup
2023-08-06 21:09:00,"9 pm rice,  tomato dal, potato curry,  papad, curd,  pickle"
2023-08-06 21:09:00,9 pm done
2023-08-07 09:51:00,Almonds fistful
2023-08-07 11:13:00,Fistful almonds
2023-08-07 11:13:00,Fistful cashews
2023-08-07 13:21:00,12:30 Fistful almonds
2023-08-07 13:21:00,10:00 oat milk cappuccino
2023-08-07 13:52:00,1:40 pm chipotle veggie bowl and chips
2023-08-07 14:03:00,12:45 banana
2023-08-09 10:50:00,"#irregular in updating, resuming today"
2023-08-09 10:50:00,"8:30 am chai, digestive biscuit"
2023-08-09 10:51:00,"10:40 fistful almonds, cashews Banana Cappuccino"
2023-08-09 13:31:00,Personal Pizza 4 slices
2023-08-09 13:38:00,Fistful m&ms peanut
2023-08-09 13:38:00,Orange
2023-08-09 19:56:00,7:40 chai 2 samosas Nuts
2023-08-09 20:28:00,"8:20 orange, tortilla chips salsa, biscuit"
2023-08-10 15:27:00,You deleted this message
2023-08-11 13:46:00,You deleted this message
2023-08-11 13:46:00,You deleted this message
2023-08-11 13:46:00,You deleted this message
2023-08-11 13:48:00,You deleted this message
2024-10-23 08:57:00,Chai
2024-10-23 09:25:00,Almonds handful
2024-10-23 10:46:00,You deleted this message
2024-10-23 10:46:00,Fistful Walnuts
2024-10-23 10:52:00,Coffee cappuccino
2024-10-23 11:38:00,Fistful Walnuts
2024-10-23 13:05:00,IMG-20241023-WA0003.jpg (file attached)
2024-10-23 13:07:00,Avo and quinn salad
2024-10-23 13:08:00,IMG-20241023-WA0005.jpg (file attached)
2024-10-23 13:59:00,IMG-20241023-WA0007.jpg (file attached)
2024-10-23 17:14:00,Fistful Walnuts
2024-10-23 19:01:00,Fistful almonds
2024-10-23 19:33:00,IMG-20241023-WA0009.jpg (file attached)
2024-10-23 19:33:00,Pumpkin curry dal
2024-10-23 19:54:00,Bowl full grapes
2024-10-23 19:57:00,Bowl full melons
2024-10-23 20:28:00,"#insight milk, almonds and Walnuts no effect on sugar Salad based foods Minimal effect"
2024-10-23 20:28:00,Grapes spikes a lot
2024-10-24 08:55:00,Chai
2024-10-24 09:02:00,Fistful almonds
2024-10-24 11:03:00,Fistful Walnuts
2024-10-24 11:09:00,Fistful Walnuts
2024-10-24 11:09:00,Coffee cappuccino
2024-10-24 11:53:00,Fistful Walnuts
2024-10-24 12:32:00,IMG-20241024-WA0002.jpg (file attached)
2024-10-24 12:56:00,IMG-20241024-WA0004.jpg (file attached)
2024-10-24 12:57:00,Veggie mushroom burger patty
2024-10-24 12:57:00,IMG-20241024-WA0006.jpg (file attached)
2024-10-24 13:35:00,Goji berry cube 3
2024-10-24 18:03:00,Pear
2024-10-24 18:04:00,Fistful almonds
2024-10-24 18:35:00,Plum
2024-10-24 18:44:00,Pumpkin curry and curd 1 cup
2024-10-24 19:42:00,IMG-20241024-WA0009.jpg (file attached)
2024-10-24 19:42:00,IMG-20241024-WA0011.jpg (file attached)
2024-10-24 19:44:00,IMG-20241024-WA0013.jpg (file attached)
2024-10-24 19:46:00,"Thai food tofu, rice and curry"
2024-10-25 08:32:00,Chai
2024-10-25 09:12:00,Almonds
2024-10-25 10:25:00,IMG-20241025-WA0002.jpg (file attached)
2024-10-25 10:25:00,Parang curry and rice
2024-10-25 12:36:00,Fistful almonds
2024-10-25 12:36:00,Grapes 1 cup
2024-10-25 12:54:00,1 cup thai tofu
2024-10-25 12:55:00,IMG-20241025-WA0004.jpg (file attached)
2024-10-25 13:06:00,IMG-20241025-WA0006.jpg (file attached)
2024-10-25 13:06:00,Beans curry and roti
2024-10-25 13:28:00,Cup of pistachios
2024-10-25 16:51:00,Melons
2024-10-25 18:22:00,Chai
2024-10-25 19:12:00,Almonds
2024-10-25 19:17:00,Almonds
2024-10-25 21:12:00,Veg momos 3 pcs
2024-10-25 21:45:00,Beans curry 1/2 cup
2024-10-25 21:45:00,Almonds
2024-10-25 21:55:00,IMG-20241025-WA0010.jpg (file attached)
2024-10-25 22:06:00,IMG-20241025-WA0012.jpg (file attached)
2024-10-25 22:06:00,Almonds
2024-10-25 22:11:00,Almonds
2024-10-26 09:56:00,Chai
2024-10-26 10:07:00,Almonds
2024-10-26 10:20:00,Peach
2024-10-26 10:47:00,Filter coffee
2024-10-26 13:08:00,1 cup dal bhaji and kadi
2024-10-26 13:54:00,IMG-20241026-WA0002.jpg (file attached)
2024-10-26 14:36:00,Same serving as above and rice papad
2024-10-26 14:37:00,IMG-20241026-WA0004.jpg (file attached) 1 rasmalai
2024-10-26 16:14:00,Chai sugar
2024-10-26 16:54:00,1 garey and 1 cup kadi
2024-10-26 17:25:00,1 cup kadi and dal bhaji papad
2024-10-26 17:38:00,1 rasmalai
2024-10-26 17:45:00,Almonds
2024-10-26 19:46:00,2 roti 1 cup pumpkin curry Kadi Rice
2024-10-27 09:02:00,Filter coffee
2024-10-27 09:21:00,Chai
2024-10-27 09:24:00,1/2 digestive biscuit
2024-10-27 10:31:00,Almonds
2024-10-27 10:43:00,Rice kadi 1 bowl
2024-10-27 11:23:00,Filter coffee
2024-10-27 12:32:00,1 bowl pumpkin curry and rice
2024-10-27 12:46:00,Almonds and shankarpala
2024-10-27 12:55:00,Plum
2024-10-27 13:30:00,IMG-20241027-WA0004.jpg (file attached)
2024-10-27 13:30:00,Sandwich
2024-10-27 13:56:00,1/4 sandwich and peach
2024-10-27 17:25:00,Pear
2024-10-27 17:36:00,Almonds
2024-10-27 18:58:00,Almonds
2024-10-27 19:01:00,Almonds
2024-10-27 20:12:00,"Rice, pickle, rasam and Peas curry"
2024-10-27 20:31:00,Curd and white peach
2024-10-27 20:35:00,Almonds
2024-10-27 21:46:00,#insight: protein slows sugar spike
2024-10-28 09:21:00,Chai
2024-10-28 10:46:00,Almonds
2024-10-28 11:28:00,Almonds
2024-10-28 11:49:00,Apricot
2024-10-28 12:50:00,"Rice, dal bhaji, rasam, pickle"
2024-10-28 13:23:00,Rice dal bhaji curd
2024-10-28 15:09:00,Almonds
2024-10-28 15:19:00,Pistachios
2024-10-28 15:56:00,Chai
2024-10-28 18:02:00,IMG-20241028-WA0008.jpg (file attached)
2024-10-28 18:02:00,Jhalmudi 1 cup only
2024-10-28 18:57:00,Almonds
2024-10-28 18:57:00,Jhalmudi 1 small bowl
2024-10-28 20:04:00,Curd rice dal bhaji 1 bowl
2024-10-28 20:53:00,#insight curd rice sugar peaks in 1 hour
2024-10-29 08:38:00,Chai
2024-10-29 08:54:00,1/2 slice bread nutzo and salad
2024-10-29 10:51:00,Cappuccino
2024-10-29 11:01:00,Walnuts
2024-10-29 12:51:00,IMG-20241029-WA0002.jpg (file attached)
2024-10-29 12:52:00,IMG-20241029-WA0004.jpg (file attached)
2024-10-29 13:53:00,#insight this thing peaked my glucose 170 and climbing. Not sure if it is due to cookie or noodles
2024-10-29 14:01:00,#insight 185 and climbing
2024-10-29 16:31:00,Walnuts
2024-10-29 17:08:00,IMG-20241029-WA0006.jpg (file attached)
2024-10-29 18:41:00,Hazlenuts
2024-10-29 18:48:00,Orange
2024-10-29 18:48:00,Hazlenuts
2024-10-29 19:42:00,Sorakaya curry and curd
2024-10-29 19:52:00,IMG-20241029-WA0008.jpg (file attached)
2024-10-29 19:52:00,Sandwich
2024-10-29 20:03:00,Plum
2024-10-29 20:08:00,Plum
2024-10-30 09:37:00,Almonds
2024-10-30 09:38:00,Orange
2024-10-30 09:45:00,Sugar coated almonds
2024-10-30 09:49:00,Almonds
2024-10-30 10:09:00,Chai
2024-10-30 10:09:00,Almonds
2024-10-30 12:18:00,Plum
2024-10-30 12:20:00,Almonds
2024-10-30 12:42:00,Almonds
2024-10-30 12:44:00,Orange
2024-10-30 12:49:00,Almonds
2024-10-30 13:00:00,IMG-20241030-WA0002.jpg (file attached)
2024-10-30 13:00:00,2 roti sorakaya curry dal kokum
2024-10-30 13:08:00,Apricot
2024-10-30 16:28:00,Orange
2024-10-30 16:34:00,Honey crisp
2024-10-30 16:36:00,Hazlenuts
2024-10-30 16:43:00,1 cup jujube
2024-10-30 16:49:00,IMG-20241030-WA0004.jpg (file attached)
2024-10-30 16:49:00,Nutzo crisp
2024-10-30 16:54:00,Nutzo honey crisp
2024-10-30 16:57:00,Chai
2024-10-30 18:22:00,Barfi sample
2024-10-30 18:43:00,IMG-20241030-WA0006.jpg (file attached)
2024-10-30 18:43:00,Punugulu
2024-10-30 18:47:00,6 punugulu small bowl pulihora
2024-10-30 18:55:00,Orange
2024-10-30 19:10:00,IMG-20241030-WA0008.jpg (file attached)
2024-10-30 19:10:00,1 bowl dal and sorakaya curry
2024-10-30 19:12:00,1 rice crisp
2024-10-30 19:22:00,Almonds
2024-10-30 21:10:00,IMG-20241030-WA0010.jpg (file attached)
2024-10-30 21:10:00,Thukpa
2024-10-30 21:16:00,Small bowl pulihora
2024-10-31 09:09:00,Chai
2024-10-31 10:52:00,IMG-20241031-WA0004.jpg (file attached)
2024-10-31 10:53:00,Upma
2024-10-31 10:58:00,Hummus and sev
2024-10-31 10:58:00,Hazlenuts
2024-10-31 11:04:00,Hazlenuts
2024-10-31 11:10:00,Hazlenuts
2024-10-31 12:40:00,Orange
2024-10-31 12:47:00,Filter coffee
2024-10-31 14:41:00,IMG-20241031-WA0006.jpg (file attached)
2024-10-31 15:07:00,IMG-20241031-WA0009.jpg (file attached) Sweet
2024-10-31 15:07:00,Pan kaju katli
2024-10-31 15:55:00,#insight A full meal doesn't spike sugar lavels
2024-10-31 16:46:00,Plum
2024-10-31 16:51:00,IMG-20241031-WA0011.jpg (file attached)
2024-10-31 16:52:00,Sweet
2024-10-31 16:54:00,Bajji
2024-10-31 16:55:00,Hazlenuts
2024-10-31 17:01:00,Hazlenuts
2024-10-31 17:06:00,1 bowl jujube
2024-10-31 17:12:00,Chai
2024-10-31 19:35:00,Orange
2024-10-31 20:07:00,Cookie
2024-10-31 20:09:00,Cookie
2024-10-31 21:02:00,IMG-20241031-WA0017.jpg (file attached)
2024-10-31 21:14:00,2x the plate with upma and 3 cucumbers
2024-11-01 09:10:00,Chai
2024-11-01 10:04:00,Peach
2024-11-01 10:14:00,Filter coffee cup
2024-11-01 11:25:00,Orange
2024-11-01 12:15:00,Apple
2024-11-01 12:27:00,Hazlenuts and pistachios
2024-11-01 12:33:00,Hazlenuts
2024-11-01 13:08:00,IMG-20241101-WA0002.jpg (file attached)
2024-11-01 13:09:00,"Gongura dal, rice, dondakaya curry,  papad, pickle"
2024-11-01 13:14:00,Curd
2024-11-01 13:22:00,Lots of dondakaya curry
2024-11-01 13:22:00,IMG-20241101-WA0004.jpg (file attached)
2024-11-01 13:23:00,Bowl full of grapes
2024-11-01 17:19:00,Chai
2024-11-01 17:43:00,Plum
2024-11-01 18:03:00,Plum
2024-11-01 18:09:00,Hazlenuts
2024-11-01 18:17:00,IMG-20241101-WA0020.jpg (file attached)
2024-11-01 18:17:00,"Rice dal dondakaya curry,  chana jhor"
2024-11-01 18:29:00,Orange
2024-11-01 18:30:00,Hazlenuts
2024-11-01 18:34:00,Hazlenuts
2024-11-01 21:09:00,"Dondakaya curry,  curd"
2024-11-01 21:13:00,2 anarsas
2024-11-01 21:13:00,IMG-20241101-WA0022.jpg (file attached)
2024-11-01 21:17:00,2 plums
2024-11-02 10:58:00,Chai
2024-11-02 11:46:00,Filter coffee
2024-11-02 12:48:00,Fruit samples
2024-11-02 13:52:00,Chai gurkha kitchen
2024-11-02 14:04:00,IMG-20241102-WA0002.jpg (file attached)
2024-11-02 14:11:00,IMG-20241102-WA0004.jpg (file attached)
2024-11-02 14:14:00,IMG-20241102-WA0006.jpg (file attached)
2024-11-02 14:29:00,"Thali Nepali, saag paneer, roti, noodles"
2024-11-02 15:33:00,Mini pancake sample costco with vanilla bean bourbon paste
2024-11-02 15:51:00,Protein shake sample costco
2024-11-02 15:52:00,IMG-20241102-WA0008.jpg (file attached)
2024-11-02 17:25:00,Apricot
2024-11-02 17:27:00,Jujube handful
2024-11-02 17:54:00,Filter coffee
2024-11-02 19:05:00,Hazlenuts
2024-11-02 19:07:00,Hazlenuts
2024-11-02 19:16:00,Roti saag paneer
2024-11-02 19:23:00,Bowl of grapes
2024-11-02 19:27:00,Bowl jujube
2024-11-02 19:34:00,Almonds
2024-11-02 20:57:00,#insight: Grapes hit hard
2024-11-03 09:46:00,IMG-20241103-WA0002.jpg (file attached)
2024-11-03 09:49:00,Chai
2024-11-03 10:15:00,IMG-20241103-WA0004.jpg (file attached)
2024-11-03 10:17:00,"Rava idli, peanut chutney"
2024-11-03 10:25:00,3 idlis total
2024-11-03 10:38:00,Peanuts
2024-11-03 10:39:00,Peanuts
2024-11-03 10:41:00,1/2 idli and chutney
2024-11-03 10:58:00,Filter coffee
2024-11-03 12:56:00,Peanuts
2024-11-03 12:57:00,Peanuts
2024-11-03 12:58:00,"#insight rava idli and chutney is okay, doesn't spike"
2024-11-03 13:02:00,Peanuts
2024-11-03 13:05:00,Rava idly chutney
2024-11-03 13:13:00,Hazlenuts
2024-11-03 13:33:00,IMG-20241103-WA0006.jpg (file attached)
2024-11-03 13:46:00,"Curd rice,  papad"
2024-11-03 16:45:00,"Rava idly, chutney"
2024-11-03 16:49:00,"3 rava idlis, hummus"
2024-11-03 16:51:00,Pluot
2024-11-03 16:54:00,Hazlenuts
